,BRAND,PRICE,GPU,OPERATING_SYSTEM,TOUCHSCREEN,BLUETOOTH,HARD_DRIVE,SSD_CAPACITY,DISPLAY,WEBCAM(BUILT-IN),COLOR
3765,other,44.22,other,unknown,YES,YES,256,240,NO,YES,other
3766,other,40.0,other,unknown,NO,NO,1,240,NO,NO,other
3767,other,53.75,other,unknown,NO,NO,256,240,NO,NO,other
3768,dell,411.0,intel,windows,NO,NO,256,960,NO,NO,other
3769,other,97.6,other,unknown,YES,YES,256,240,NO,YES,other
3770,hp,579.0,intel,windows,NO,NO,256,256,NO,NO,silver
3771,other,192.6,other,unknown,NO,YES,256,240,NO,YES,other
3772,lenovo,390.8,intel,windows,NO,NO,256,480,NO,NO,other
3773,other,20.61,other,unknown,NO,YES,256,240,NO,NO,other
3774,other,419.2,intel,unknown,NO,NO,256,240,NO,NO,other
3775,dell,95.94,other,windows,NO,NO,256,128,NO,NO,black
3776,acer,97.25,other,unknown,NO,YES,256,240,NO,YES,other
3777,dell,286.0,other,windows,NO,NO,256,256,NO,NO,other
3778,other,21.7,other,unknown,YES,YES,256,240,NO,YES,other
3779,other,21.8,other,unknown,NO,NO,256,240,NO,NO,other
3780,other,101.8,other,unknown,NO,NO,256,240,NO,NO,other
3781,dell,416.8,intel,windows,NO,NO,256,120,NO,NO,other
3782,dell,280.8,intel,windows,YES,YES,256,120,NO,YES,other
3783,hp,120.0,intel,windows,NO,YES,256,256,NO,NO,silver
3784,other,150.8,other,unknown,NO,YES,256,240,NO,YES,other
3785,hp,300.0,intel,windows,NO,NO,500,240,NO,NO,red
3786,hp,130.0,amd,unknown,NO,YES,256,240,NO,YES,silver
3787,other,92.2,other,unknown,NO,NO,256,240,NO,NO,other
3788,other,10.85,other,unknown,NO,NO,256,240,NO,NO,other
3789,dell,280.8,intel,windows,NO,NO,256,240,NO,NO,other
3790,other,335.8,intel,unknown,NO,NO,256,240,NO,NO,black
3791,dell,345.8,intel,windows,NO,NO,256,240,NO,NO,black
3792,other,60.75,other,unknown,NO,NO,256,240,NO,NO,other
3793,lenovo,95.0,other,windows,NO,NO,4,128,NO,NO,other
3794,other,370.2,intel,unknown,NO,NO,256,240,NO,NO,black
3795,other,783.0,intel,unknown,NO,NO,256,240,NO,NO,other
3796,hp,90.56,other,unknown,NO,NO,256,240,NO,NO,other
3797,other,434.5,intel,windows,NO,NO,256,240,NO,NO,other
3798,other,1772.0,intel,unknown,NO,YES,256,240,NO,YES,other
3799,other,110.4,other,unknown,NO,NO,256,240,NO,NO,other
3800,dell,370.8,intel,windows,NO,NO,256,240,NO,NO,other
3801,other,435.2,intel,windows,NO,NO,256,240,NO,NO,other
3802,other,59.53,other,unknown,NO,YES,256,240,NO,NO,other
3803,other,160.2,other,unknown,NO,NO,256,240,NO,NO,other
3804,dell,814.5,intel,windows,NO,NO,256,2,NO,NO,black
3805,other,522.0,other,unknown,YES,YES,256,240,NO,YES,other
3806,samsung,29.84,other,chrome,NO,NO,16,16,NO,NO,other
3807,dell,431.2,intel,windows,NO,NO,256,960,NO,NO,other
3808,other,65.0,other,unknown,NO,NO,256,240,NO,NO,other
3809,other,52.72,other,unknown,NO,NO,256,240,NO,NO,other
3810,other,222.4,other,unknown,NO,NO,256,240,NO,NO,other
3811,other,177.1,intel,unknown,NO,NO,256,240,NO,NO,other
3812,lenovo,714.0,intel,windows,NO,NO,256,960,NO,NO,other
3813,other,363.5,other,unknown,YES,YES,256,240,NO,YES,other
3814,dell,383.0,intel,windows,NO,NO,256,240,NO,NO,other
3815,lenovo,344.8,intel,windows,NO,NO,256,120,NO,NO,other
3816,dell,484.0,intel,windows,NO,YES,256,2,NO,YES,other
3817,auo,97.1,other,unknown,NO,NO,256,240,NO,NO,other
3818,other,424.0,intel,unknown,NO,NO,256,240,NO,NO,other
3819,other,573.0,intel,windows,NO,NO,256,480,NO,NO,black
3820,other,26.7,other,unknown,NO,YES,256,240,NO,NO,other
3821,samsung,58.75,other,unknown,NO,NO,256,240,NO,NO,other
3822,other,9.76,other,unknown,NO,NO,256,240,NO,NO,other
3823,lenovo,487.5,intel,windows,NO,NO,256,120,NO,NO,other
3824,other,84.2,other,unknown,NO,NO,256,240,NO,YES,other
3825,other,166.1,other,unknown,NO,NO,256,240,NO,NO,other
3826,dell,375.5,intel,windows,NO,NO,256,120,NO,NO,other
3827,other,647.0,intel,windows,YES,YES,256,960,NO,YES,other
3828,other,16.27,other,unknown,NO,YES,256,240,NO,NO,other
3829,other,404.0,intel,windows,NO,NO,256,240,NO,NO,other
3830,other,428.8,intel,unknown,NO,YES,256,240,NO,YES,other
3831,other,106.9,other,unknown,NO,NO,256,240,NO,NO,other
3832,other,74.9,other,unknown,NO,NO,256,240,NO,NO,other
3833,other,530.0,intel,windows,NO,NO,256,960,NO,NO,black
3834,lenovo,675.5,intel,windows,NO,YES,256,240,NO,YES,other
3835,other,3060.0,intel,unknown,NO,NO,256,240,NO,YES,other
3836,lenovo,665.5,intel,windows,NO,NO,256,960,NO,NO,gray
3837,other,489.5,intel,windows,NO,YES,256,480,NO,YES,other
3838,other,45.6,other,unknown,NO,YES,256,240,NO,YES,other
3839,other,317.8,other,unknown,NO,NO,256,240,NO,NO,other
3840,other,10.85,other,unknown,NO,NO,256,240,NO,NO,other
3841,other,33.56,other,unknown,NO,NO,256,240,NO,NO,other
3842,other,230.0,other,unknown,NO,NO,256,240,NO,NO,other
3843,dell,331.0,intel,windows,NO,NO,256,120,NO,NO,other
3844,other,39.1,other,unknown,NO,NO,256,240,NO,NO,other
3845,other,90.2,other,unknown,NO,NO,256,240,NO,NO,other
3846,dell,396.2,intel,windows,NO,NO,256,120,NO,NO,other
3847,lenovo,687.0,intel,unknown,YES,YES,256,256,NO,YES,other
3848,other,754.0,other,unknown,NO,YES,256,240,NO,YES,other
3849,dell,679.0,nvidia,windows,NO,NO,256,512,NO,NO,gray
3850,other,81.9,other,unknown,NO,YES,256,240,NO,YES,other
3851,other,379.8,other,unknown,NO,NO,256,240,NO,NO,other
3852,other,145.2,intel,unknown,NO,NO,256,240,NO,NO,other
3853,other,54.75,other,unknown,NO,NO,256,240,NO,NO,other
3854,dell,500.5,amd,windows,NO,NO,256,240,NO,NO,other
3855,other,389.0,other,unknown,NO,YES,256,240,NO,YES,other
3856,other,483.2,other,unknown,NO,NO,256,240,NO,NO,other
3857,other,19.53,other,unknown,NO,NO,256,240,NO,NO,other
3858,other,338.2,other,unknown,NO,NO,256,240,NO,NO,black
3859,other,263.8,other,unknown,NO,NO,256,240,NO,NO,other
3860,lenovo,574.5,intel,windows,NO,NO,256,480,NO,NO,other
3861,other,125.44,other,unknown,YES,YES,256,240,NO,NO,other
3862,dell,416.8,intel,windows,NO,NO,256,120,NO,NO,other
3863,lenovo,554.0,intel,windows,YES,YES,256,960,NO,YES,black
3864,other,466.2,intel,windows,YES,YES,256,120,NO,YES,other
3865,other,41.8,other,unknown,NO,NO,256,240,NO,YES,other
3866,dell,281.8,intel,windows,NO,NO,256,240,NO,NO,other
3867,other,203.8,intel,unknown,NO,NO,256,240,NO,NO,black
3868,dell,335.2,intel,windows,NO,NO,256,120,NO,NO,black
3869,other,22.34,other,unknown,NO,NO,256,240,NO,NO,other
3870,other,734.0,intel,unknown,NO,NO,256,240,NO,NO,other
3871,lenovo,493.2,other,unknown,NO,NO,256,240,NO,NO,black
3872,lenovo,471.2,intel,windows,NO,NO,256,240,NO,NO,black
3873,lg,110.4,other,unknown,NO,YES,256,240,NO,YES,other
3874,other,165.0,other,unknown,NO,NO,256,240,NO,NO,other
3875,samsung,178.9,other,unknown,NO,NO,256,240,NO,NO,other
3876,lg,92.25,other,unknown,NO,NO,256,240,NO,NO,other
3877,samsung,149.4,other,unknown,NO,NO,256,240,NO,NO,other
3878,other,127.44,other,unknown,NO,NO,256,240,NO,NO,other
3879,auo,116.3,other,unknown,NO,NO,256,240,NO,NO,other
3880,dell,391.5,intel,windows,NO,NO,256,480,NO,NO,other
3881,dell,431.2,intel,windows,NO,YES,256,960,NO,NO,other
3882,other,303.8,other,unknown,NO,NO,256,240,NO,NO,other
3883,lg,134.8,other,unknown,NO,NO,256,240,NO,NO,other
3884,dell,281.0,intel,windows,NO,NO,256,120,NO,NO,other
3885,dell,302.8,nvidia,windows,NO,NO,256,120,NO,NO,other
3886,other,432.2,intel,unknown,NO,NO,256,240,NO,NO,black
3887,dell,182.0,other,windows,NO,NO,500,240,NO,NO,other
3888,auo,91.0,other,unknown,NO,NO,256,240,NO,NO,other
3889,hp,93.4,other,unknown,NO,NO,256,240,NO,NO,other
3890,lg,92.2,other,unknown,NO,NO,256,240,NO,NO,other
3891,lenovo,387.0,other,windows,NO,NO,256,480,NO,NO,other
3892,other,105.8,other,unknown,NO,YES,256,240,NO,NO,other
3893,samsung,102.75,other,unknown,NO,NO,256,240,NO,NO,other
3894,other,50.7,other,unknown,NO,NO,256,240,NO,NO,other
3895,lg,116.5,other,unknown,NO,NO,256,240,NO,NO,other
3896,auo,59.94,other,unknown,NO,NO,256,240,NO,NO,other
3897,other,2108.0,intel,unknown,NO,NO,256,240,NO,NO,other
3898,samsung,112.4,other,unknown,NO,NO,256,240,NO,NO,other
3899,other,45.25,other,unknown,NO,NO,256,240,NO,NO,other
3900,other,430.0,intel,windows,NO,NO,256,120,NO,NO,other
3901,other,177.2,intel,windows,NO,YES,320,120,NO,YES,other
3902,auo,81.56,other,unknown,NO,NO,256,240,NO,YES,other
3903,lg,89.9,other,unknown,NO,NO,256,240,NO,NO,other
3904,dell,413.0,intel,windows,NO,NO,256,120,NO,NO,other
3905,samsung,171.1,other,unknown,YES,YES,256,240,NO,YES,other
3906,samsung,94.5,other,unknown,NO,NO,256,240,NO,NO,other
3907,other,658.0,intel,windows,NO,NO,256,480,NO,NO,other
3908,hp,60.62,other,unknown,YES,YES,256,240,NO,YES,other
3909,dell,549.0,intel,windows,NO,NO,256,2,NO,NO,other
3910,lenovo,394.0,intel,windows,NO,NO,256,120,NO,NO,other
3911,other,431.8,intel,windows,NO,YES,256,120,NO,NO,black
3912,other,341.2,intel,unknown,NO,YES,256,240,NO,YES,black
3913,dell,421.0,intel,windows,NO,NO,256,480,NO,NO,other
3914,other,238.4,other,unknown,NO,NO,256,240,NO,NO,black
3915,other,444.0,intel,unknown,NO,NO,256,240,NO,NO,other
3916,dell,462.5,intel,windows,NO,NO,256,960,NO,NO,black
3917,other,732.5,intel,windows,NO,YES,256,2,NO,NO,other
3918,lenovo,521.5,other,unknown,NO,YES,256,240,NO,YES,black
3919,other,9.43,other,unknown,NO,NO,256,240,NO,NO,other
3920,lenovo,607.0,intel,windows,NO,NO,256,480,NO,NO,gray
3921,other,14.1,other,unknown,NO,YES,256,240,NO,YES,other
3922,lg,115.94,other,unknown,NO,NO,256,240,NO,NO,other
3923,dell,226.6,other,windows,NO,NO,256,128,NO,NO,black
3924,dell,1363.0,intel,windows,NO,YES,256,4,NO,YES,other
3925,other,162.5,other,unknown,YES,YES,256,240,NO,YES,other
3926,other,387.2,intel,windows,NO,NO,256,120,NO,NO,black
3927,other,16.12,other,unknown,NO,YES,256,240,NO,YES,other
3928,auo,50.6,other,unknown,NO,NO,256,240,NO,NO,other
3929,other,405.5,other,unknown,NO,NO,256,240,NO,NO,other
3930,lenovo,520.5,intel,windows,NO,NO,256,240,NO,NO,black
3931,samsung,80.7,other,unknown,NO,YES,256,240,NO,YES,other
3932,dell,480.5,intel,windows,NO,NO,256,960,NO,NO,other
3933,other,306.8,other,unknown,NO,NO,256,240,NO,NO,black
3934,dell,650.0,intel,windows,NO,NO,256,960,NO,NO,other
3935,lenovo,565.0,intel,windows,YES,YES,256,240,NO,YES,gray
3936,other,40.12,other,unknown,NO,YES,256,240,NO,YES,other
3937,other,1051.0,other,unknown,NO,NO,256,240,NO,NO,other
3938,dell,485.8,intel,windows,NO,NO,256,240,NO,NO,other
3939,other,192.6,intel,unknown,YES,YES,256,240,NO,YES,black
3940,dell,269.8,intel,windows,NO,NO,256,120,NO,NO,black
3941,other,2288.0,intel,unknown,NO,NO,256,240,NO,NO,other
3942,auo,65.8,other,unknown,NO,NO,256,240,NO,NO,other
3943,other,301.5,other,unknown,NO,NO,256,240,NO,NO,other
3944,lenovo,460.0,intel,windows,NO,NO,500,120,NO,NO,other
3945,dell,416.8,intel,windows,NO,YES,256,120,NO,YES,black
3946,lenovo,448.5,other,unknown,YES,YES,256,240,NO,YES,black
3947,auo,59.0,other,unknown,NO,NO,256,240,NO,NO,other
3948,other,831.0,intel,unknown,NO,NO,256,240,NO,NO,other
3949,lenovo,538.5,intel,windows,NO,NO,256,240,NO,NO,other
3950,lg,97.3,other,unknown,NO,YES,256,240,NO,YES,other
3951,other,518.0,intel,unknown,NO,NO,256,240,NO,NO,other
3952,dell,532.0,amd,windows,NO,NO,256,480,NO,NO,other
3953,lg,109.5,other,unknown,NO,YES,256,240,NO,YES,other
3954,lg,166.5,other,unknown,NO,NO,256,240,NO,NO,other
3955,other,443.0,intel,unknown,NO,NO,256,240,NO,NO,other
3956,other,488.2,intel,unknown,NO,NO,256,240,NO,NO,other
3957,lenovo,525.5,intel,windows,NO,NO,256,240,NO,NO,other
3958,other,488.5,intel,unknown,NO,YES,256,240,NO,YES,black
3959,dell,304.0,nvidia,windows,NO,NO,256,240,NO,NO,other
3960,other,75.0,other,unknown,NO,NO,120,240,NO,NO,other
3961,other,81.0,other,unknown,NO,NO,256,240,NO,NO,other
3962,other,425.0,intel,unknown,NO,NO,256,240,NO,NO,other
3963,dell,229.8,intel,windows,NO,NO,256,240,NO,NO,black
3964,other,104.4,other,unknown,NO,YES,256,240,NO,NO,other
3965,other,278.2,other,unknown,NO,NO,256,240,NO,NO,other
3966,other,120.44,other,unknown,NO,NO,256,240,NO,NO,other
3967,other,64.44,other,unknown,NO,NO,256,240,NO,NO,other
3968,other,266.0,intel,unknown,NO,NO,256,240,NO,NO,black
3969,other,43.4,other,unknown,NO,NO,256,240,NO,NO,other
3970,other,128.1,other,unknown,NO,NO,256,240,NO,NO,other
3971,lenovo,72.75,other,unknown,NO,NO,256,240,NO,NO,other
3972,microsoft,69.6,other,unknown,NO,NO,256,256,NO,NO,other
3973,hp,70.0,intel,chrome,NO,YES,16,16,NO,YES,black
3974,lenovo,218.5,intel,windows,YES,YES,256,256,YES,YES,black
3975,dell,328.0,intel,windows,YES,NO,256,1,NO,YES,other
3976,lenovo,230.0,intel,windows,YES,NO,256,256,NO,NO,black
3977,other,509.5,amd,windows,NO,YES,512,512,NO,YES,black
3978,microsoft,124.0,intel,windows,NO,YES,64,64,YES,YES,silver
3979,microsoft,409.0,intel,windows,YES,YES,256,256,NO,NO,silver
3980,dell,125.94,intel,windows,YES,YES,256,240,NO,YES,black
3981,lenovo,60.0,intel,unknown,NO,YES,256,240,NO,YES,black
3982,other,636.0,intel,windows,NO,YES,128,128,NO,YES,silver
3983,dell,190.0,other,chrome,NO,YES,128,128,YES,YES,other
3984,hp,89.94,intel,windows,NO,NO,256,128,NO,NO,gray
3985,other,333.2,other,windows,YES,NO,256,500,NO,NO,green
3986,lenovo,89.0,intel,unknown,YES,YES,256,240,NO,NO,black
3987,lenovo,949.0,intel,windows,NO,YES,256,512,NO,YES,gray
3988,dell,270.0,other,windows,NO,YES,512,512,NO,NO,black
3989,hp,180.0,other,windows,NO,YES,256,256,NO,YES,silver
3990,dell,399.0,intel,unknown,NO,NO,512,512,NO,YES,black
3991,lenovo,649.5,nvidia,windows,YES,YES,512,512,NO,YES,gray
3992,hp,780.0,intel,windows,NO,YES,1,4,NO,NO,silver
3993,asus,609.0,amd,windows,NO,YES,1,1,NO,YES,blue
3994,lenovo,255.0,other,windows,NO,YES,500,500,YES,YES,other
3995,microsoft,188.0,intel,unknown,NO,NO,512,512,NO,NO,other
3996,other,320.0,other,windows,YES,YES,750,240,NO,YES,black
3997,other,260.0,other,windows,NO,NO,256,512,NO,NO,other
3998,samsung,450.0,intel,windows,NO,NO,256,512,NO,NO,blue
3999,dell,401.5,intel,windows,YES,YES,256,240,NO,YES,other
4000,dell,396.2,intel,windows,YES,YES,256,120,NO,YES,other
4001,other,921.0,other,unknown,YES,YES,256,240,NO,YES,other
4002,lenovo,156.1,other,windows,NO,NO,256,256,NO,NO,other
4003,dell,414.8,intel,windows,NO,YES,256,480,NO,YES,other
4004,other,169.0,intel,unknown,NO,NO,256,240,NO,NO,black
4005,dell,363.8,intel,windows,NO,NO,256,480,NO,NO,other
4006,hp,350.0,intel,windows,NO,NO,256,1,NO,YES,silver
4007,other,129.9,other,unknown,YES,YES,256,240,NO,YES,other
4008,dell,24.25,other,unknown,NO,NO,256,240,NO,NO,other
4009,other,151.9,intel,linux,NO,NO,250,120,NO,NO,other
4010,hp,758.0,other,windows,NO,NO,256,256,NO,NO,other
4011,dell,388.0,intel,windows,NO,YES,256,256,NO,YES,black
4012,other,374.2,other,unknown,YES,YES,256,240,NO,YES,black
4013,other,204.5,intel,unknown,NO,NO,256,240,NO,NO,black
4014,other,435.8,intel,unknown,NO,NO,256,240,NO,NO,other
4015,dell,190.0,other,windows,NO,NO,500,240,NO,NO,black
4016,hp,390.0,intel,windows,NO,NO,256,256,NO,YES,silver
4017,other,8.68,other,unknown,NO,YES,256,240,NO,YES,other
4018,other,57.3,other,unknown,NO,NO,256,240,NO,NO,other
4019,other,332.0,intel,unknown,NO,NO,256,240,NO,NO,other
4020,dell,388.5,intel,windows,NO,NO,256,240,NO,NO,other
4021,dell,502.2,other,windows,NO,NO,256,240,NO,NO,other
4022,other,315.2,other,unknown,NO,NO,256,240,NO,NO,other
4023,lenovo,64.25,other,unknown,NO,NO,256,240,NO,NO,other
4024,lenovo,358.5,other,unknown,NO,NO,256,240,NO,NO,other
4025,acer,49.6,other,unknown,NO,NO,256,240,NO,NO,other
4026,dell,286.8,other,windows,NO,NO,256,240,NO,NO,other
4027,other,2326.0,intel,windows,NO,NO,256,2,NO,NO,other
4028,auo,50.72,other,unknown,NO,YES,256,240,NO,YES,other
4029,other,399.0,intel,unknown,NO,NO,256,240,NO,NO,other
4030,lenovo,60.75,other,unknown,NO,NO,256,240,NO,NO,other
4031,other,10.51,amd,unknown,NO,NO,256,240,NO,NO,other
4032,lenovo,321.0,intel,windows,NO,NO,256,240,NO,NO,other
4033,other,2128.0,intel,unknown,NO,NO,256,240,NO,NO,other
4034,other,2144.0,intel,windows,NO,NO,256,240,NO,NO,other
4035,dell,492.5,intel,windows,NO,YES,256,960,NO,YES,other
4036,auo,70.06,other,unknown,NO,NO,256,240,NO,NO,other
4037,other,528.5,intel,unknown,NO,NO,256,240,NO,NO,other
4038,other,2092.0,intel,unknown,NO,NO,256,240,NO,NO,other
4039,dell,416.8,intel,windows,NO,NO,256,120,NO,NO,other
4040,other,385.2,other,unknown,YES,YES,256,240,NO,YES,other
4041,dell,335.2,intel,windows,NO,NO,256,120,NO,NO,black
4042,other,2678.0,intel,unknown,NO,NO,256,240,NO,NO,other
4043,other,2144.0,intel,windows,NO,NO,256,240,NO,NO,other
4044,other,127.56,other,unknown,NO,YES,256,240,NO,YES,other
4045,auo,54.97,other,unknown,NO,NO,256,240,NO,NO,other
4046,other,301.5,intel,unknown,NO,NO,256,240,NO,NO,other
4047,other,94.06,other,unknown,NO,NO,256,240,NO,NO,other
4048,dell,284.2,intel,windows,NO,NO,256,240,NO,NO,other
4049,dell,375.5,intel,windows,NO,NO,256,120,NO,NO,other
4050,other,374.2,intel,unknown,YES,YES,256,240,NO,YES,black
4051,other,395.0,intel,unknown,NO,NO,256,240,NO,NO,other
4052,other,515.5,intel,unknown,NO,NO,256,240,NO,NO,black
4053,other,491.0,intel,unknown,NO,NO,256,240,NO,NO,other
4054,other,711.5,intel,unknown,NO,NO,256,240,NO,NO,other
4055,other,1046.0,intel,unknown,NO,NO,256,240,NO,NO,other
4056,other,270.2,nvidia,unknown,NO,NO,256,240,NO,NO,other
4057,other,477.5,intel,windows,NO,NO,256,480,NO,NO,black
4058,dell,292.2,intel,windows,NO,YES,256,120,NO,YES,other
4059,lenovo,462.8,intel,windows,NO,NO,256,120,NO,NO,other
4060,other,313.8,intel,unknown,NO,YES,256,240,NO,YES,other
4061,lg,93.7,other,unknown,NO,NO,256,240,NO,NO,other
4062,other,431.8,intel,windows,NO,NO,256,240,NO,NO,other
4063,other,21.6,other,unknown,NO,NO,256,240,NO,YES,other
4064,lenovo,502.5,intel,windows,NO,NO,256,120,NO,NO,black
4065,other,434.5,intel,windows,YES,YES,256,240,NO,NO,other
4066,lenovo,433.8,intel,windows,NO,YES,256,960,NO,YES,other
4067,other,558.0,intel,unknown,NO,YES,256,240,NO,NO,other
4068,other,474.0,intel,unknown,NO,NO,256,240,NO,NO,other
4069,dell,331.0,other,windows,NO,NO,256,128,NO,NO,black
4070,other,59.84,other,unknown,NO,YES,256,240,NO,YES,other
4071,samsung,141.4,other,unknown,NO,NO,256,240,NO,NO,other
4072,lenovo,626.0,other,unknown,NO,NO,256,240,NO,NO,black
4073,other,349.8,intel,unknown,NO,NO,256,240,NO,NO,black
4074,auo,93.94,other,unknown,NO,NO,256,240,NO,NO,other
4075,other,125.9,other,unknown,NO,NO,256,240,NO,NO,other
4076,other,14.14,other,unknown,NO,NO,256,240,NO,NO,other
4077,lenovo,346.0,intel,windows,NO,NO,256,120,NO,NO,other
4078,asus,84.1,other,unknown,NO,YES,256,240,NO,YES,other
4079,other,316.8,other,windows,NO,NO,256,256,NO,NO,other
4080,lenovo,322.2,intel,windows,NO,NO,256,240,NO,NO,other
4081,dell,345.8,intel,windows,NO,NO,256,240,NO,NO,black
4082,other,307.0,intel,unknown,NO,NO,256,240,NO,NO,black
4083,acer,70.75,other,unknown,NO,NO,256,240,NO,NO,other
4084,dell,430.2,intel,windows,NO,NO,256,240,NO,NO,black
4085,other,201.4,other,unknown,YES,YES,256,240,NO,YES,other
4086,other,95.0,other,unknown,NO,NO,256,240,NO,NO,other
4087,dell,321.2,intel,windows,NO,NO,256,240,NO,NO,other
4088,other,70.0,other,unknown,NO,NO,256,240,NO,NO,other
4089,other,43.5,other,unknown,NO,NO,256,240,NO,NO,other
4090,dell,229.8,intel,windows,NO,NO,256,240,NO,NO,black
4091,lenovo,500.0,intel,windows,NO,YES,256,240,NO,NO,other
4092,dell,324.8,intel,windows,NO,NO,256,240,NO,YES,black
4093,dell,332.2,intel,windows,NO,NO,256,240,NO,NO,other
4094,lg,94.7,other,unknown,NO,YES,256,240,NO,NO,other
4095,other,22.22,other,unknown,NO,NO,256,240,NO,NO,other
4096,dell,294.8,intel,windows,NO,NO,256,1,NO,NO,black
4097,lenovo,676.0,intel,windows,NO,YES,256,240,NO,NO,other
4098,lenovo,489.2,intel,windows,NO,NO,256,120,NO,YES,other
4099,other,124.56,other,unknown,NO,NO,256,240,NO,YES,other
4100,other,486.5,intel,windows,NO,NO,256,120,NO,NO,other
4101,other,446.2,other,unknown,NO,NO,160,240,NO,NO,other
4102,dell,100.0,other,windows,NO,NO,256,256,NO,NO,black
4103,other,371.8,other,unknown,NO,YES,256,240,NO,YES,other
4104,other,7.6,other,unknown,NO,NO,256,240,NO,NO,other
4105,other,205.9,other,unknown,NO,NO,256,240,NO,NO,other
4106,other,593.5,intel,unknown,NO,NO,256,240,NO,NO,other
4107,auo,55.03,other,unknown,NO,NO,256,240,NO,NO,other
4108,auo,116.5,other,unknown,NO,NO,256,240,NO,NO,other
4109,other,155.4,other,unknown,NO,NO,256,240,NO,NO,other
4110,dell,344.8,intel,windows,NO,NO,256,2,NO,NO,black
4111,dell,431.8,intel,windows,NO,YES,256,480,NO,NO,other
4112,other,334.2,intel,unknown,NO,NO,256,240,NO,NO,other
4113,dell,269.8,intel,windows,NO,NO,256,120,NO,NO,black
4114,dell,396.8,intel,windows,NO,NO,256,120,NO,NO,other
4115,other,294.5,intel,unknown,YES,YES,256,240,NO,YES,other
4116,dell,384.5,intel,windows,NO,NO,256,240,NO,NO,other
4117,other,205.8,other,unknown,NO,NO,256,240,NO,NO,other
4118,other,245.2,other,unknown,NO,NO,256,240,NO,NO,other
4119,other,218.8,other,unknown,NO,NO,256,240,NO,NO,other
4120,other,270.5,nvidia,unknown,NO,NO,256,240,NO,NO,other
4121,samsung,69.3,other,unknown,NO,NO,256,240,NO,NO,other
4122,hp,147.5,other,windows,NO,NO,256,256,NO,NO,other
4123,other,109.5,other,unknown,NO,YES,256,240,NO,YES,other
4124,other,105.5,other,unknown,NO,NO,256,240,NO,NO,other
4125,other,441.2,intel,unknown,NO,NO,256,240,NO,NO,black
4126,dell,325.0,intel,windows,NO,NO,256,120,NO,NO,black
4127,other,152.0,intel,windows,NO,NO,256,240,NO,YES,other
4128,asus,101.4,intel,windows,NO,NO,64,64,NO,YES,other
4129,other,42.12,other,unknown,NO,YES,256,240,NO,NO,other
4130,asus,840.0,nvidia,windows,NO,NO,512,512,NO,NO,black
4131,other,22.0,other,unknown,NO,YES,256,240,YES,YES,other
4132,dell,234.8,intel,windows,NO,NO,256,500,NO,NO,black
4133,other,314.0,intel,unknown,NO,YES,256,240,NO,NO,other
4134,other,571.0,intel,unknown,NO,NO,256,240,NO,NO,other
4135,other,108.5,other,unknown,NO,NO,256,240,NO,NO,other
4136,lenovo,174.4,other,unknown,NO,NO,256,240,NO,NO,other
4137,dell,269.8,intel,windows,NO,NO,256,1,NO,NO,black
4138,dell,356.2,intel,windows,NO,YES,256,480,NO,NO,other
4139,other,392.8,intel,unknown,YES,YES,256,240,NO,YES,other
4140,other,312.2,other,unknown,NO,NO,256,240,NO,NO,other
4141,other,364.8,intel,unknown,NO,NO,256,240,NO,NO,black
4142,other,465.2,intel,windows,NO,NO,256,120,NO,NO,other
4143,other,41.75,other,unknown,NO,NO,256,240,NO,NO,other
4144,other,147.1,other,unknown,NO,NO,256,240,NO,NO,other
4145,other,50.78,other,unknown,NO,NO,256,240,NO,NO,other
4146,other,88.5,other,unknown,NO,NO,256,240,NO,NO,other
4147,other,92.56,other,unknown,NO,NO,256,240,NO,NO,other
4148,dell,382.5,intel,windows,NO,NO,256,240,NO,NO,black
