,BRAND,PRICE,GPU,OPERATING_SYSTEM,TOUCHSCREEN,BLUETOOTH,HARD_DRIVE,SSD_CAPACITY,DISPLAY,WEBCAM(BUILT-IN),COLOR
3360,other,70.0,other,windows,YES,YES,500,128,NO,YES,black
3361,dell,169.0,intel,windows,NO,NO,512,512,NO,YES,other
3362,dell,49.0,intel,chrome,NO,NO,256,240,NO,YES,black
3363,dell,383.0,intel,windows,NO,YES,256,480,NO,NO,other
3364,dell,249.0,intel,windows,NO,NO,256,256,NO,NO,black
3365,lenovo,280.0,intel,windows,NO,YES,256,256,NO,YES,gray
3366,dell,130.0,other,windows,NO,YES,256,256,NO,YES,other
3367,hp,389.0,intel,windows,YES,YES,512,512,NO,YES,silver
3368,lenovo,490.0,intel,windows,NO,YES,256,512,NO,YES,gray
3369,dell,40.0,other,chrome,NO,YES,16,16,NO,YES,black
3370,other,12.5,other,unknown,NO,YES,256,240,NO,YES,other
3371,hp,96.94,other,unknown,NO,NO,256,128,NO,NO,other
3372,lenovo,325.8,intel,windows,NO,NO,256,120,NO,NO,black
3373,other,193.1,other,unknown,NO,YES,256,240,NO,NO,other
3374,dell,465.0,intel,windows,NO,NO,256,480,NO,NO,black
3375,other,174.0,other,unknown,YES,YES,256,240,NO,YES,other
3376,lenovo,1135.0,intel,windows,NO,NO,256,2,NO,NO,black
3377,other,279.2,intel,unknown,NO,NO,256,240,NO,NO,black
3378,other,28.88,other,unknown,NO,NO,256,240,NO,NO,other
3379,lenovo,45.38,other,unknown,NO,NO,256,240,NO,NO,other
3380,lenovo,62.28,other,unknown,NO,NO,256,240,NO,NO,other
3381,lenovo,394.8,intel,windows,NO,NO,256,480,NO,NO,other
3382,lg,112.5,other,unknown,NO,YES,256,240,NO,NO,other
3383,dell,472.2,nvidia,windows,NO,NO,256,960,NO,NO,other
3384,other,128.4,other,unknown,NO,NO,256,240,NO,NO,other
3385,dell,410.0,intel,windows,NO,NO,256,480,NO,NO,other
3386,samsung,96.44,other,unknown,YES,YES,256,240,NO,YES,other
3387,other,235.4,intel,unknown,NO,NO,256,240,NO,NO,black
3388,dell,421.0,intel,windows,NO,NO,256,120,NO,NO,other
3389,other,2186.0,intel,windows,YES,YES,256,480,NO,YES,other
3390,other,348.0,intel,unknown,NO,YES,256,240,NO,YES,other
3391,other,311.2,other,unknown,NO,NO,256,240,NO,NO,other
3392,dell,324.0,intel,windows,NO,NO,256,120,NO,NO,other
3393,lenovo,396.0,intel,windows,NO,NO,256,240,NO,NO,other
3394,samsung,134.5,other,unknown,NO,YES,256,240,NO,YES,other
3395,auo,54.94,other,unknown,NO,NO,256,240,NO,NO,other
3396,other,11.96,other,unknown,NO,NO,256,240,NO,NO,other
3397,dell,303.0,intel,windows,NO,NO,256,120,NO,NO,other
3398,other,55.0,other,unknown,NO,YES,256,240,NO,NO,gray
3399,lenovo,400.0,other,windows,NO,NO,256,240,NO,NO,black
3400,samsung,25.0,intel,chrome,NO,NO,256,16,NO,NO,silver
3401,other,549.0,intel,mac,NO,YES,256,1,NO,YES,gray
3402,asus,490.0,other,windows,NO,NO,256,512,NO,NO,black
3403,dell,303.0,intel,windows,NO,NO,256,240,NO,YES,other
3404,dell,85.0,nvidia,windows,NO,NO,256,128,NO,NO,other
3405,acer,50.0,intel,chrome,NO,YES,32,32,NO,YES,silver
3406,dell,329.0,intel,windows,NO,NO,256,256,NO,NO,silver
3407,hp,205.0,other,unknown,NO,YES,512,512,NO,YES,other
3408,hp,360.0,other,windows,NO,NO,256,256,NO,NO,silver
3409,other,627.5,intel,unknown,NO,NO,256,240,NO,NO,other
3410,dell,656.5,intel,windows,NO,NO,256,960,NO,NO,other
3411,samsung,33.0,intel,chrome,YES,YES,16,16,NO,YES,black
3412,hp,184.2,other,windows,NO,YES,500,500,NO,YES,silver
3413,samsung,100.0,other,unknown,NO,YES,6,240,NO,NO,other
3414,asus,1617.0,intel,windows,NO,NO,256,240,NO,NO,black
3415,acer,35.0,other,chrome,NO,NO,16,240,NO,NO,white
3416,hp,110.0,other,unknown,NO,NO,256,240,NO,NO,other
3417,dell,140.0,nvidia,windows,NO,NO,20,240,NO,NO,blue
3418,microsoft,899.0,other,windows,NO,NO,16,256,NO,NO,silver
3419,dell,115.0,intel,chrome,YES,YES,32,32,YES,YES,black
3420,other,423.5,intel,windows,NO,YES,256,120,NO,YES,other
3421,dell,442.8,intel,windows,NO,YES,256,240,NO,NO,other
3422,lenovo,88.0,amd,unknown,YES,YES,256,240,NO,YES,black
3423,dell,165.0,intel,windows,NO,YES,256,128,NO,YES,black
3424,lenovo,219.0,other,windows,NO,NO,256,256,NO,YES,other
3425,other,152.2,other,unknown,NO,YES,256,240,YES,YES,other
3426,dell,100.0,intel,windows,NO,NO,250,250,NO,NO,gray
3427,dell,296.8,other,windows,NO,NO,8,512,NO,NO,silver
3428,dell,759.0,intel,windows,NO,YES,512,512,NO,YES,gray
3429,other,409.2,intel,unknown,NO,YES,256,240,NO,YES,other
3430,other,299.0,other,windows,NO,NO,24,1024,NO,NO,gray
3431,hp,700.0,intel,windows,NO,YES,16,1,NO,NO,black
3432,acer,50.0,intel,chrome,NO,YES,32,32,NO,YES,silver
3433,other,264.0,intel,windows,NO,NO,256,256,NO,NO,black
3434,dell,199.0,other,windows,YES,NO,256,256,NO,YES,other
3435,dell,249.0,other,windows,NO,NO,256,512,NO,NO,other
3436,dell,239.0,other,windows,NO,NO,256,512,NO,NO,other
3437,acer,250.0,other,windows,NO,NO,1,1,NO,NO,gray
3438,dell,329.0,other,windows,YES,YES,256,256,NO,YES,other
3439,lenovo,60.0,intel,unknown,NO,NO,256,240,NO,NO,black
3440,other,120.2,other,unknown,NO,YES,256,240,NO,YES,other
3441,hp,200.0,intel,windows,NO,NO,512,512,NO,NO,silver
3442,hp,313.0,other,unknown,NO,NO,256,240,NO,YES,other
3443,other,16.02,other,unknown,NO,NO,256,240,NO,NO,other
3444,lenovo,175.0,other,chrome,NO,NO,128,128,NO,NO,gray
3445,other,284.0,amd,windows,YES,YES,256,256,NO,YES,black
3446,hp,444.0,amd,windows,NO,YES,256,512,NO,YES,silver
3447,other,434.0,other,unknown,NO,YES,256,240,NO,YES,other
3448,acer,55.0,intel,chrome,NO,NO,256,32,NO,NO,silver
3449,asus,439.0,other,windows,NO,YES,256,256,NO,YES,blue
3450,lenovo,149.0,intel,windows,NO,YES,500,500,YES,YES,black
3451,lenovo,160.0,other,windows,NO,YES,256,256,NO,YES,other
3452,hp,365.0,intel,windows,YES,NO,256,1,NO,YES,silver
3453,hp,106.94,other,windows,NO,YES,500,240,NO,YES,other
3454,asus,529.0,intel,windows,NO,NO,512,512,NO,NO,black
3455,dell,239.0,nvidia,windows,NO,YES,512,512,NO,YES,silver
3456,samsung,203.8,intel,windows,YES,YES,256,256,NO,YES,silver
3457,hp,240.0,amd,windows,NO,YES,512,512,YES,YES,silver
3458,microsoft,380.0,other,windows,NO,YES,256,128,NO,YES,black
3459,microsoft,188.5,other,unknown,YES,YES,256,256,NO,NO,other
3460,dell,44.0,other,chrome,NO,NO,16,16,NO,NO,black
3461,dell,288.0,intel,windows,NO,NO,256,512,NO,NO,other
3462,acer,65.0,other,chrome,YES,NO,32,32,YES,NO,blue
3463,dell,825.0,amd,windows,YES,YES,256,1,NO,YES,black
3464,dell,800.0,amd,windows,YES,YES,256,1,NO,YES,silver
3465,acer,41.0,intel,chrome,YES,YES,256,240,NO,YES,gray
3466,microsoft,150.0,intel,windows,YES,NO,256,128,NO,NO,gray
3467,dell,130.0,intel,windows,NO,NO,256,256,NO,NO,black
3468,lenovo,350.0,intel,windows,YES,YES,256,256,NO,YES,black
3469,dell,159.0,other,windows,NO,NO,8,256,NO,NO,black
3470,lenovo,65.0,other,windows,NO,YES,256,115,NO,YES,black
3471,acer,66.0,other,windows,NO,YES,256,240,NO,NO,other
3472,hp,155.0,intel,windows,NO,NO,128,128,NO,NO,black
3473,lenovo,90.0,intel,chrome,YES,NO,4,32,NO,NO,black
3474,dell,90.0,other,windows,NO,YES,128,128,NO,YES,other
3475,microsoft,180.0,intel,windows,NO,NO,256,256,NO,NO,silver
3476,hp,200.0,intel,windows,YES,YES,256,256,YES,YES,multicolor
3477,lenovo,95.0,other,unknown,NO,YES,256,256,NO,YES,black
3478,lenovo,220.0,intel,windows,NO,YES,512,512,YES,YES,black
3479,lenovo,114.94,other,unknown,NO,YES,256,240,NO,YES,black
3480,dell,82.0,intel,windows,YES,NO,256,256,YES,NO,other
3481,lenovo,338.8,intel,windows,NO,NO,256,256,NO,NO,grey
3482,other,205.8,other,unknown,YES,NO,256,240,NO,YES,other
3483,other,324.5,nvidia,unknown,NO,NO,256,240,NO,NO,other
3484,other,88.75,other,unknown,NO,NO,256,240,NO,NO,other
3485,other,203.5,other,unknown,NO,NO,256,240,NO,NO,black
3486,other,38.06,other,unknown,NO,NO,256,240,NO,NO,other
3487,other,337.5,intel,unknown,NO,NO,256,240,NO,NO,other
3488,other,65.06,other,unknown,NO,NO,256,240,NO,NO,other
3489,lg,97.7,other,unknown,NO,NO,256,240,NO,NO,other
3490,lg,112.3,other,unknown,NO,NO,256,240,NO,NO,other
3491,dell,410.5,intel,windows,NO,NO,256,480,NO,NO,other
3492,dell,331.0,intel,windows,YES,YES,256,240,NO,YES,other
3493,dell,348.0,intel,windows,NO,NO,256,480,NO,NO,other
3494,other,107.2,other,unknown,NO,NO,256,240,NO,NO,black
3495,other,347.2,intel,unknown,NO,NO,256,240,NO,NO,other
3496,other,92.3,other,unknown,NO,NO,256,240,NO,NO,other
3497,auo,91.75,other,unknown,NO,NO,256,240,NO,NO,other
3498,other,28.52,other,unknown,NO,NO,256,240,NO,NO,other
3499,other,8.7,other,unknown,NO,NO,256,240,NO,NO,other
3500,dell,467.5,intel,windows,NO,NO,256,960,NO,NO,other
3501,dell,281.8,intel,windows,NO,YES,256,240,NO,NO,other
3502,other,109.0,other,unknown,NO,NO,256,240,NO,NO,other
3503,other,102.9,other,unknown,NO,NO,256,240,NO,NO,other
3504,other,58.75,other,unknown,NO,NO,256,240,NO,NO,other
3505,other,178.9,intel,unknown,NO,NO,256,240,NO,NO,other
3506,auo,92.06,other,unknown,NO,NO,256,240,NO,NO,other
3507,dell,323.8,intel,windows,NO,NO,256,240,NO,NO,other
3508,other,423.5,intel,windows,NO,NO,256,120,NO,NO,other
3509,other,85.94,other,unknown,NO,YES,256,240,NO,NO,other
3510,samsung,69.94,other,unknown,NO,NO,256,240,NO,NO,other
3511,other,7.61,other,unknown,NO,NO,256,240,NO,NO,other
3512,other,21.94,other,unknown,NO,NO,256,240,NO,NO,other
3513,other,304.5,intel,unknown,NO,NO,256,240,NO,NO,black
3514,other,330.2,intel,unknown,NO,NO,256,240,NO,NO,other
3515,dell,334.8,nvidia,windows,NO,NO,256,240,NO,NO,other
3516,lenovo,68.0,other,unknown,NO,NO,256,240,NO,NO,other
3517,lenovo,330.0,other,unknown,NO,NO,256,512,NO,NO,other
3518,hp,300.0,other,unknown,NO,NO,256,240,NO,NO,silver
3519,other,107.7,other,unknown,YES,NO,256,240,NO,YES,other
3520,dell,375.0,other,windows,NO,NO,256,240,NO,NO,other
3521,dell,175.0,intel,windows,NO,NO,256,256,NO,NO,black
3522,other,1500.0,other,windows,YES,YES,256,256,NO,YES,black
3523,other,198.0,other,windows,NO,NO,256,128,NO,NO,blue
3524,dell,160.0,other,windows,NO,YES,64,64,NO,YES,gray
3525,dell,599.0,intel,windows,NO,NO,256,256,NO,NO,black
3526,dell,135.0,other,windows,YES,YES,256,240,NO,YES,other
3527,lenovo,40.0,other,unknown,NO,NO,4,240,NO,NO,black
3528,hp,800.0,intel,windows,NO,NO,256,512,NO,NO,silver
3529,hp,230.0,other,unknown,NO,NO,256,240,NO,NO,other
3530,dell,60.0,other,windows,YES,NO,500,240,NO,YES,black
3531,dell,119.0,other,windows,NO,YES,256,256,NO,YES,black
3532,other,400.8,intel,windows,NO,NO,256,240,NO,YES,other
3533,dell,260.0,intel,windows,NO,YES,256,512,NO,YES,other
3534,asus,70.1,other,unknown,NO,NO,256,240,NO,YES,other
3535,asus,219.0,other,chrome,NO,NO,256,16,NO,NO,silver
3536,lenovo,149.0,amd,windows,YES,YES,64,64,NO,YES,gray
3537,lenovo,129.0,intel,windows,NO,YES,256,180,NO,YES,black
3538,other,275.2,intel,unknown,NO,YES,256,240,YES,YES,other
3539,dell,320.8,intel,windows,NO,NO,256,120,NO,NO,other
3540,dell,406.2,intel,windows,NO,NO,256,480,NO,NO,other
3541,dell,462.8,intel,windows,YES,YES,256,960,NO,YES,other
3542,lenovo,446.2,intel,windows,NO,YES,256,960,NO,NO,other
3543,samsung,66.44,other,unknown,NO,YES,256,240,NO,NO,other
3544,other,82.44,other,unknown,NO,NO,256,240,NO,NO,other
3545,other,154.5,other,unknown,NO,NO,256,240,NO,NO,other
3546,other,326.2,nvidia,unknown,NO,NO,256,240,NO,NO,other
3547,lenovo,726.5,intel,windows,NO,NO,256,256,NO,NO,other
3548,other,336.8,other,unknown,NO,YES,256,240,NO,YES,other
3549,other,2722.0,intel,windows,NO,NO,256,4,NO,NO,other
3550,other,6.51,other,unknown,NO,YES,256,240,NO,YES,other
3551,other,85.2,other,unknown,NO,NO,256,240,NO,NO,other
3552,other,117.4,other,unknown,NO,NO,256,240,NO,NO,other
3553,other,21.6,other,unknown,NO,NO,256,240,NO,NO,other
3554,other,316.5,other,windows,NO,NO,256,256,NO,NO,other
3555,other,130.2,other,unknown,NO,NO,256,240,NO,NO,other
3556,acer,32.4,other,unknown,NO,NO,256,240,NO,NO,other
3557,other,58.5,other,unknown,NO,NO,256,240,NO,NO,other
3558,other,85.7,other,unknown,NO,NO,256,240,NO,NO,other
3559,other,419.2,intel,unknown,NO,NO,256,240,NO,NO,other
3560,other,359.8,intel,windows,NO,NO,256,256,NO,NO,other
3561,auo,92.56,other,unknown,NO,YES,256,240,NO,YES,other
3562,other,130.4,other,unknown,NO,NO,256,240,NO,NO,other
3563,lg,90.6,other,unknown,NO,NO,256,240,NO,NO,other
3564,hp,37.8,other,unknown,NO,NO,256,240,NO,NO,other
3565,other,411.5,nvidia,unknown,NO,NO,256,240,NO,NO,black
3566,dell,320.8,intel,windows,NO,NO,256,240,NO,NO,other
3567,other,294.8,intel,unknown,NO,NO,256,240,NO,NO,other
3568,hp,120.0,intel,chrome,NO,NO,256,4,NO,NO,silver
3569,hp,145.0,intel,chrome,NO,YES,256,64,NO,YES,other
3570,dell,425.0,intel,windows,NO,NO,1,1,NO,NO,green
3571,hp,290.0,intel,windows,NO,YES,500,240,YES,YES,gray
3572,hp,573.0,intel,windows,NO,YES,256,256,NO,YES,silver
3573,asus,29.98,other,unknown,YES,YES,256,240,NO,YES,other
3574,microsoft,485.0,intel,windows,NO,NO,256,512,NO,NO,silver
3575,other,287.5,other,unknown,NO,NO,256,240,NO,NO,other
3576,other,99.0,nvidia,windows,NO,NO,120,120,NO,NO,multicolor
3577,other,341.2,nvidia,unknown,YES,YES,256,240,NO,YES,black
3578,dell,410.0,intel,windows,NO,NO,256,240,NO,NO,other
3579,auo,59.84,other,unknown,YES,YES,256,240,NO,YES,other
3580,dell,775.0,other,windows,NO,NO,256,1,NO,NO,multicolor
3581,asus,70.0,other,unknown,YES,YES,256,240,NO,YES,other
3582,dell,400.0,nvidia,windows,NO,NO,512,512,NO,NO,black
3583,lenovo,170.9,intel,chrome,NO,NO,32,240,NO,YES,other
3584,dell,167.8,intel,windows,NO,YES,256,128,NO,YES,silver
3585,dell,980.0,other,windows,YES,YES,256,256,NO,YES,silver
3586,hp,190.0,other,unknown,NO,YES,256,240,NO,YES,other
3587,other,344.5,other,unknown,NO,NO,256,240,NO,NO,black
3588,other,69.6,intel,linux,NO,NO,256,32,NO,NO,other
3589,other,789.0,other,windows,NO,NO,256,240,NO,NO,black
3590,lenovo,368.0,intel,windows,NO,YES,256,512,NO,YES,black
3591,other,1409.0,other,unknown,NO,YES,256,240,NO,YES,other
3592,acer,439.0,intel,unknown,NO,NO,512,512,NO,NO,silver
3593,hp,195.0,intel,windows,NO,NO,64,64,NO,NO,white
3594,other,367.2,intel,unknown,NO,NO,256,240,NO,NO,other
3595,hp,49.0,other,windows,NO,NO,320,240,NO,NO,other
3596,dell,300.0,intel,windows,NO,NO,512,512,NO,NO,silver
3597,other,94.94,intel,windows,NO,NO,500,240,NO,NO,other
3598,dell,360.0,intel,windows,NO,NO,256,120,YES,YES,other
3599,other,9.76,other,unknown,NO,NO,256,240,NO,NO,other
3600,dell,396.2,intel,windows,NO,NO,256,120,NO,NO,other
3601,lenovo,61.62,other,unknown,YES,YES,256,240,NO,YES,other
3602,other,41.7,other,unknown,NO,NO,256,240,NO,NO,other
3603,other,419.2,other,unknown,NO,NO,256,240,NO,NO,other
3604,other,2144.0,intel,windows,NO,NO,256,240,NO,NO,other
3605,dell,372.8,intel,windows,NO,YES,256,480,NO,YES,other
3606,other,632.5,intel,unknown,NO,NO,256,240,NO,NO,black
3607,lenovo,522.5,intel,windows,NO,NO,256,120,NO,NO,black
3608,lenovo,573.0,intel,windows,NO,NO,256,480,NO,YES,black
3609,dell,299.8,intel,windows,NO,YES,256,240,NO,YES,other
3610,other,58.6,other,unknown,NO,NO,256,240,NO,NO,other
3611,auo,92.2,other,unknown,NO,NO,256,240,NO,NO,other
3612,other,678.5,intel,unknown,NO,NO,256,240,NO,NO,black
3613,other,139.9,other,unknown,NO,NO,256,240,NO,NO,other
3614,other,111.44,other,unknown,NO,NO,256,240,NO,NO,other
3615,auo,127.9,other,unknown,NO,NO,256,240,NO,NO,other
3616,samsung,135.0,other,unknown,NO,NO,256,240,NO,NO,other
3617,other,303.8,other,unknown,NO,NO,256,240,NO,NO,other
3618,other,571.5,other,unknown,NO,NO,256,240,NO,NO,black
3619,dell,485.8,intel,windows,NO,NO,256,240,NO,NO,other
3620,dell,406.2,intel,windows,YES,YES,256,480,NO,YES,other
3621,lenovo,452.5,intel,windows,YES,YES,256,240,NO,YES,other
3622,other,747.5,other,unknown,NO,YES,256,240,NO,YES,other
3623,other,51.0,other,unknown,NO,NO,256,240,NO,NO,other
3624,lenovo,422.0,intel,windows,NO,NO,256,240,NO,NO,other
3625,dell,270.0,intel,windows,NO,YES,256,120,NO,YES,other
3626,other,41.6,other,unknown,NO,NO,256,240,NO,NO,other
3627,other,201.4,other,unknown,NO,NO,256,240,NO,NO,other
3628,lg,95.56,other,unknown,NO,NO,256,240,NO,NO,other
3629,other,47.38,other,unknown,NO,NO,256,240,NO,NO,other
3630,dell,489.5,other,unknown,NO,NO,256,240,NO,NO,other
3631,asus,94.5,other,unknown,NO,NO,256,240,NO,NO,other
3632,lg,99.7,other,unknown,NO,NO,256,240,NO,NO,other
3633,other,408.2,intel,unknown,NO,NO,256,240,NO,NO,other
3634,other,21.98,other,unknown,NO,NO,256,240,NO,NO,other
3635,acer,66.8,other,unknown,NO,NO,256,240,NO,NO,other
3636,other,266.8,other,unknown,NO,NO,256,240,NO,NO,other
3637,lg,124.6,other,unknown,NO,NO,256,240,NO,NO,other
3638,other,31.33,other,unknown,NO,NO,256,240,NO,NO,other
3639,other,58.6,other,unknown,NO,NO,256,240,NO,NO,other
3640,other,380.5,intel,windows,NO,NO,256,120,NO,NO,other
3641,dell,331.2,intel,windows,NO,YES,256,240,NO,YES,other
3642,other,5.42,other,unknown,NO,YES,256,240,NO,NO,other
3643,auo,71.6,other,unknown,NO,NO,256,240,NO,NO,other
3644,dell,331.2,intel,windows,NO,NO,256,240,NO,NO,other
3645,lenovo,326.5,other,windows,NO,YES,256,120,NO,NO,other
3646,other,41.6,other,unknown,NO,NO,256,240,NO,NO,other
3647,other,110.5,other,unknown,NO,NO,256,240,NO,NO,other
3648,acer,46.12,other,unknown,NO,NO,256,240,NO,NO,other
3649,lenovo,339.5,intel,windows,NO,NO,256,240,NO,NO,other
3650,other,38.56,other,unknown,NO,YES,256,240,NO,YES,other
3651,auo,81.4,other,unknown,NO,NO,256,240,NO,NO,other
3652,dell,316.2,nvidia,windows,NO,NO,256,240,NO,NO,other
3653,other,370.0,intel,unknown,NO,NO,256,240,NO,NO,other
3654,acer,91.1,other,unknown,NO,NO,256,240,NO,NO,other
3655,other,5.42,other,unknown,NO,NO,256,240,NO,NO,other
3656,other,19.19,other,unknown,NO,NO,256,240,NO,NO,other
3657,other,78.8,other,unknown,NO,NO,256,240,NO,NO,other
3658,other,31.45,other,unknown,NO,NO,256,240,NO,NO,other
3659,other,764.5,other,unknown,NO,NO,256,240,NO,NO,black
3660,dell,348.2,intel,windows,NO,NO,256,480,NO,NO,other
3661,other,404.0,intel,windows,NO,NO,256,240,NO,NO,other
3662,other,101.5,other,unknown,NO,YES,256,240,NO,YES,other
3663,other,90.8,other,unknown,NO,NO,256,240,NO,NO,other
3664,other,289.0,intel,unknown,NO,NO,256,240,NO,NO,other
3665,other,328.8,nvidia,unknown,NO,NO,256,240,NO,NO,black
3666,dell,320.8,intel,windows,NO,NO,256,120,NO,NO,other
3667,asus,83.1,other,unknown,NO,YES,256,240,NO,NO,other
3668,other,15.94,other,unknown,NO,NO,256,240,NO,NO,other
3669,other,8.68,other,unknown,NO,NO,256,240,NO,NO,other
3670,other,217.0,other,unknown,NO,NO,256,240,NO,NO,other
3671,lg,78.25,other,unknown,NO,NO,256,240,NO,NO,other
3672,acer,95.1,other,unknown,NO,NO,256,240,NO,NO,other
3673,lg,91.56,other,unknown,NO,NO,256,240,NO,NO,other
3674,other,125.0,other,unknown,NO,NO,256,240,NO,NO,other
3675,other,228.5,intel,unknown,NO,NO,256,240,NO,NO,black
3676,hp,45.0,intel,chrome,NO,NO,16,16,NO,NO,gray
3677,other,23.88,other,unknown,NO,NO,256,240,NO,YES,other
3678,other,150.0,other,unknown,NO,NO,256,240,NO,NO,other
3679,other,636.0,intel,unknown,NO,NO,256,240,NO,NO,other
3680,other,285.0,other,unknown,NO,NO,256,240,NO,NO,black
3681,other,149.0,intel,windows,NO,NO,128,128,NO,NO,silver
3682,dell,300.0,intel,windows,NO,YES,256,256,NO,YES,black
3683,dell,470.0,intel,windows,YES,YES,256,240,NO,YES,other
3684,dell,695.0,nvidia,windows,YES,YES,256,512,NO,YES,black
3685,other,94.94,intel,windows,NO,YES,500,240,NO,YES,other
3686,other,10.51,other,unknown,NO,NO,256,240,YES,YES,other
3687,asus,70.0,other,windows,NO,NO,62,64,NO,NO,blue
3688,other,36.88,other,unknown,NO,YES,256,240,NO,YES,other
3689,other,550.0,other,windows,NO,NO,500,500,NO,NO,multicolor
3690,samsung,99.5,intel,chrome,YES,YES,32,32,NO,NO,silver
3691,other,2374.0,other,unknown,NO,YES,256,240,NO,YES,brown
3692,acer,40.0,other,chrome,NO,NO,16,16,NO,NO,white
3693,lenovo,318.0,other,windows,NO,NO,256,240,NO,YES,other
3694,lenovo,695.0,nvidia,windows,NO,YES,512,512,NO,NO,black
3695,hp,120.0,intel,windows,NO,NO,240,240,NO,NO,silver
3696,other,650.0,intel,windows,NO,YES,256,1,NO,NO,silver
3697,dell,37.0,other,unknown,NO,NO,250,240,NO,NO,black
3698,other,354.2,intel,unknown,NO,NO,256,240,NO,NO,other
3699,other,9.43,amd,unknown,NO,NO,256,240,NO,NO,other
3700,dell,630.0,intel,windows,NO,NO,256,256,NO,NO,silver
3701,lenovo,149.6,other,chrome,NO,YES,32,240,NO,YES,gray
3702,other,348.5,nvidia,unknown,YES,YES,256,240,NO,YES,other
3703,other,353.8,intel,unknown,NO,NO,256,240,NO,NO,black
3704,other,376.2,intel,windows,NO,NO,256,256,NO,NO,other
3705,lenovo,44.9,other,unknown,NO,NO,256,240,NO,YES,other
3706,other,114.44,other,unknown,NO,NO,256,240,NO,NO,other
3707,dell,239.8,intel,windows,NO,NO,256,512,NO,NO,black
3708,samsung,50.25,other,unknown,NO,YES,256,240,NO,NO,other
3709,dell,463.8,intel,windows,NO,NO,256,480,NO,NO,black
3710,other,7.59,other,unknown,YES,YES,256,240,NO,YES,other
3711,other,133.0,other,unknown,NO,NO,256,240,NO,NO,other
3712,dell,360.0,intel,windows,NO,NO,256,960,NO,NO,other
3713,other,340.0,intel,unknown,YES,YES,256,240,NO,YES,other
3714,lenovo,323.2,other,windows,NO,NO,256,120,NO,NO,other
3715,other,336.8,intel,unknown,NO,YES,256,240,NO,NO,other
3716,other,461.8,intel,unknown,NO,NO,256,240,NO,NO,black
3717,other,134.1,other,unknown,NO,NO,256,240,NO,NO,other
3718,other,433.8,intel,windows,NO,NO,256,240,NO,NO,black
3719,lenovo,603.5,intel,windows,NO,YES,256,960,NO,NO,black
3720,other,806.5,intel,unknown,NO,YES,256,240,NO,YES,other
3721,other,108.6,other,unknown,NO,NO,256,240,NO,NO,other
3722,other,127.75,other,unknown,NO,NO,256,240,NO,NO,other
3723,other,203.6,other,unknown,NO,NO,256,240,NO,NO,other
3724,lenovo,551.0,intel,windows,NO,NO,256,480,NO,NO,black
3725,auo,99.44,other,unknown,NO,YES,256,240,NO,YES,other
3726,other,80.7,other,unknown,NO,NO,256,240,NO,NO,other
3727,lenovo,460.8,intel,windows,NO,NO,256,120,NO,NO,black
3728,other,547.0,intel,unknown,NO,YES,256,240,NO,YES,other
3729,other,5.42,other,unknown,NO,NO,256,240,NO,NO,other
3730,dell,108.0,other,windows,NO,NO,256,256,NO,NO,other
3731,hp,29.0,intel,chrome,NO,NO,256,16,NO,YES,black
3732,lenovo,56.0,other,windows,NO,YES,256,64,NO,YES,other
3733,hp,125.0,other,chrome,NO,NO,256,240,NO,NO,other
3734,acer,64.94,other,windows,NO,NO,128,128,NO,NO,black
3735,lenovo,550.0,intel,windows,NO,NO,256,512,NO,NO,black
3736,lenovo,90.0,intel,chrome,YES,NO,4,32,NO,NO,black
3737,lenovo,600.0,nvidia,windows,NO,YES,512,512,NO,YES,other
3738,dell,50.0,intel,linux,NO,YES,16,16,NO,NO,black
3739,lenovo,46.0,other,linux,NO,YES,16,16,NO,YES,black
3740,hp,120.0,intel,windows,NO,NO,256,256,NO,NO,black
3741,lenovo,110.0,intel,windows,NO,NO,256,256,NO,YES,black
3742,hp,193.0,amd,windows,NO,YES,128,128,NO,YES,silver
3743,microsoft,180.0,intel,windows,NO,YES,256,256,NO,YES,silver
3744,hp,100.0,other,windows,YES,YES,256,256,NO,YES,other
3745,microsoft,188.0,intel,unknown,NO,NO,512,512,NO,NO,other
3746,dell,195.0,other,unknown,YES,YES,256,240,NO,YES,other
3747,asus,299.0,intel,windows,NO,NO,512,512,NO,NO,green
3748,lenovo,200.0,other,windows,NO,NO,512,512,NO,YES,black
3749,lenovo,150.0,intel,windows,YES,YES,64,64,NO,YES,gray
3750,lenovo,404.0,other,windows,YES,YES,256,256,YES,YES,other
3751,lenovo,30.0,intel,chrome,NO,NO,256,32,NO,NO,black
3752,dell,159.0,other,windows,YES,YES,8,256,NO,YES,black
3753,dell,57.0,intel,linux,NO,YES,16,16,NO,YES,black
3754,samsung,550.0,intel,windows,NO,YES,256,256,NO,YES,silver
3755,dell,168.0,intel,unknown,NO,YES,256,2,NO,YES,black
3756,other,64.0,other,unknown,NO,YES,256,240,NO,YES,other
3757,microsoft,124.0,intel,windows,NO,NO,64,64,NO,NO,silver
3758,dell,130.0,intel,windows,YES,YES,128,128,NO,NO,black
3759,hp,130.0,other,unknown,YES,YES,320,240,NO,YES,other
3760,lenovo,300.0,amd,windows,YES,NO,256,256,NO,NO,black
3761,lg,275.0,nvidia,windows,NO,NO,512,512,NO,NO,gray
3762,lenovo,225.0,intel,windows,NO,YES,16,256,NO,NO,black
3763,other,80.0,other,windows,YES,YES,120,240,NO,YES,other
3764,dell,405.8,intel,windows,NO,NO,256,480,NO,NO,other
