,HARDWARE_ID,GPU,RAM_SIZE_UNIT,STORAGE_TYPE,OPERATING_SYSTEM
2754,H2754,other,unknown,unknown,unknown
2755,H2755,nvidia,gb,ssd,windows
2756,H2756,other,unknown,unknown,windows
2757,H2757,other,unknown,unknown,unknown
2758,H2758,intel,gb,ssd,windows
2759,H2759,amd,gb,ssd,windows
2760,H2760,amd,gb,ssd,windows
2761,H2761,nvidia,gb,ssd,windows
2762,H2762,other,unknown,unknown,chrome
2763,H2763,intel,gb,emmc,chrome
2764,H2764,intel,unknown,ssd,windows
2765,H2765,other,gb,hdd/ssd,unknown
2766,H2766,intel,gb,ssd,windows
2767,H2767,intel,gb,ssd,windows
2768,H2768,intel,gb,ssd,windows
2769,H2769,intel,gb,ssd,windows
2770,H2770,intel,gb,ssd,windows
2771,H2771,other,gb,ssd,windows
2772,H2772,other,unknown,hdd/ssd,windows
2773,H2773,other,gb,ssd,chrome
2774,H2774,other,gb,ssd,windows
2775,H2775,intel,gb,ssd,windows
2776,H2776,intel,gb,ssd,windows
2777,H2777,other,gb,hdd/ssd,windows
2778,H2778,other,gb,ssd,windows
2779,H2779,amd,gb,ssd,unknown
2780,H2780,intel,gb,ssd,windows
2781,H2781,other,unknown,unknown,unknown
2782,H2782,other,gb,ssd,windows
2783,H2783,intel,gb,ssd,windows
2784,H2784,other,gb,ssd,windows
2785,H2785,other,unknown,unknown,unknown
2786,H2786,other,gb,hdd/ssd,windows
2787,H2787,other,gb,ssd,windows
2788,H2788,nvidia,gb,ssd,windows
2789,H2789,other,gb,ssd,windows
2790,H2790,intel,gb,emmc,chrome
2791,H2791,intel,gb,hdd/ssd,windows
2792,H2792,other,unknown,unknown,unknown
2793,H2793,other,gb,ssd,chrome
2794,H2794,intel,gb,ssd,chrome
2795,H2795,intel,gb,ssd,windows
2796,H2796,other,gb,ssd,windows
2797,H2797,intel,gb,ssd,windows
2798,H2798,other,gb,unknown,unknown
2799,H2799,intel,gb,ssd,windows
2800,H2800,intel,gb,ssd,windows
2801,H2801,intel,gb,ssd,windows
2802,H2802,other,gb,hdd/ssd,mac
2803,H2803,intel,unknown,unknown,windows
2804,H2804,other,unknown,unknown,unknown
2805,H2805,intel,unknown,ssd,windows
2806,H2806,other,unknown,unknown,windows
2807,H2807,amd,gb,hdd/ssd,windows
2808,H2808,other,unknown,unknown,unknown
2809,H2809,intel,gb,ssd,windows
2810,H2810,other,gb,ssd,windows
2811,H2811,other,unknown,unknown,unknown
2812,H2812,intel,unknown,unknown,windows
2813,H2813,intel,gb,ssd,chrome
2814,H2814,intel,gb,ssd,windows
2815,H2815,intel,unknown,unknown,windows
2816,H2816,intel,unknown,ssd,windows
2817,H2817,other,unknown,unknown,windows
2818,H2818,intel,gb,hdd/ssd,windows
2819,H2819,intel,gb,hdd/ssd,windows
2820,H2820,intel,gb,ssd,windows
2821,H2821,other,unknown,ssd,windows
2822,H2822,other,unknown,unknown,unknown
2823,H2823,other,gb,unknown,windows
2824,H2824,intel,gb,ssd,windows
2825,H2825,amd,gb,ssd,windows
2826,H2826,other,unknown,unknown,unknown
2827,H2827,other,unknown,unknown,unknown
2828,H2828,intel,gb,ssd,windows
2829,H2829,other,unknown,unknown,unknown
2830,H2830,intel,unknown,ssd,windows
2831,H2831,other,gb,emmc,chrome
2832,H2832,intel,gb,emmc,chrome
2833,H2833,other,unknown,unknown,unknown
2834,H2834,intel,gb,emmc,chrome
2835,H2835,intel,gb,ssd,windows
2836,H2836,amd,gb,ssd,chrome
2837,H2837,other,gb,unknown,windows
2838,H2838,intel,unknown,unknown,windows
2839,H2839,intel,unknown,unknown,unknown
2840,H2840,intel,gb,emmc,chrome
2841,H2841,other,unknown,unknown,unknown
2842,H2842,other,gb,emmc,windows
2843,H2843,other,unknown,unknown,unknown
2844,H2844,other,unknown,unknown,unknown
2845,H2845,other,unknown,unknown,unknown
2846,H2846,other,gb,ssd,windows
2847,H2847,other,unknown,unknown,unknown
2848,H2848,intel,unknown,unknown,windows
2849,H2849,amd,gb,ssd,windows
2850,H2850,intel,gb,ssd,windows
2851,H2851,intel,gb,hdd/ssd,windows
2852,H2852,other,unknown,unknown,unknown
2853,H2853,nvidia,gb,ssd,windows
2854,H2854,intel,gb,ssd,windows
2855,H2855,intel,unknown,unknown,unknown
2856,H2856,other,gb,hdd/ssd,windows
2857,H2857,other,unknown,unknown,windows
2858,H2858,intel,unknown,ssd,windows
2859,H2859,nvidia,unknown,unknown,windows
2860,H2860,intel,unknown,unknown,windows
2861,H2861,other,unknown,unknown,unknown
2862,H2862,nvidia,unknown,unknown,windows
2863,H2863,other,unknown,unknown,unknown
2864,H2864,intel,gb,ssd,windows
2865,H2865,other,unknown,unknown,unknown
2866,H2866,other,unknown,unknown,unknown
2867,H2867,intel,gb,ssd,windows
2868,H2868,other,gb,ssd,windows
2869,H2869,other,unknown,unknown,unknown
2870,H2870,other,gb,hdd/ssd,windows
2871,H2871,intel,gb,ssd,windows
2872,H2872,other,gb,hdd/ssd,windows
2873,H2873,intel,gb,ssd,windows
2874,H2874,nvidia,gb,hdd/ssd,windows
2875,H2875,other,unknown,unknown,unknown
2876,H2876,intel,gb,ssd,windows
2877,H2877,other,unknown,unknown,unknown
2878,H2878,other,gb,unknown,unknown
2879,H2879,other,unknown,unknown,unknown
2880,H2880,intel,gb,emmc,windows
2881,H2881,other,unknown,unknown,unknown
2882,H2882,intel,unknown,unknown,unknown
2883,H2883,other,unknown,unknown,unknown
2884,H2884,other,unknown,unknown,unknown
2885,H2885,other,gb,unknown,unknown
2886,H2886,other,unknown,unknown,unknown
2887,H2887,intel,unknown,unknown,windows
2888,H2888,intel,unknown,unknown,windows
2889,H2889,intel,unknown,unknown,windows
2890,H2890,intel,gb,emmc,chrome
2891,H2891,intel,gb,emmc,chrome
2892,H2892,other,gb,ssd,windows
2893,H2893,nvidia,unknown,unknown,windows
2894,H2894,intel,unknown,unknown,windows
2895,H2895,intel,unknown,unknown,unknown
2896,H2896,nvidia,gb,ssd,windows
2897,H2897,intel,gb,hdd/ssd,windows
2898,H2898,intel,gb,ssd,windows
2899,H2899,intel,gb,ssd,windows
2900,H2900,other,gb,hdd/ssd,windows
2901,H2901,other,gb,ssd,windows
2902,H2902,other,unknown,unknown,unknown
2903,H2903,intel,gb,emmc,windows
2904,H2904,intel,gb,ssd,windows
2905,H2905,other,unknown,unknown,windows
2906,H2906,other,gb,emmc,chrome
2907,H2907,other,unknown,unknown,windows
2908,H2908,intel,gb,ssd,windows
2909,H2909,intel,gb,emmc,chrome
2910,H2910,other,unknown,unknown,unknown
2911,H2911,intel,gb,ssd,windows
2912,H2912,amd,gb,ssd,windows
2913,H2913,intel,unknown,unknown,windows
2914,H2914,intel,unknown,ssd,windows
2915,H2915,other,gb,ssd,unknown
2916,H2916,intel,gb,emmc,windows
2917,H2917,intel,gb,ssd,windows
2918,H2918,intel,unknown,unknown,windows
2919,H2919,intel,gb,emmc,linux
2920,H2920,other,gb,unknown,unknown
2921,H2921,other,unknown,unknown,unknown
2922,H2922,other,unknown,unknown,unknown
2923,H2923,other,unknown,unknown,unknown
2924,H2924,intel,gb,ssd,windows
2925,H2925,intel,gb,ssd,windows
2926,H2926,intel,unknown,unknown,windows
2927,H2927,intel,unknown,ssd,chrome
2928,H2928,other,gb,other,windows
2929,H2929,other,unknown,unknown,windows
2930,H2930,other,gb,ssd,windows
2931,H2931,other,unknown,unknown,unknown
2932,H2932,intel,gb,ssd,windows
2933,H2933,intel,unknown,unknown,unknown
2934,H2934,intel,unknown,ssd,windows
2935,H2935,other,unknown,unknown,unknown
2936,H2936,other,gb,ssd,windows
2937,H2937,intel,gb,ssd,windows
2938,H2938,intel,unknown,unknown,windows
2939,H2939,intel,unknown,unknown,unknown
2940,H2940,intel,gb,ssd,windows
2941,H2941,other,gb,emmc,windows
2942,H2942,other,unknown,unknown,unknown
2943,H2943,intel,gb,unknown,unknown
2944,H2944,intel,unknown,unknown,windows
2945,H2945,intel,unknown,ssd,windows
2946,H2946,intel,unknown,unknown,windows
2947,H2947,nvidia,gb,ssd,windows
2948,H2948,other,unknown,unknown,unknown
2949,H2949,intel,unknown,ssd,windows
2950,H2950,other,unknown,unknown,unknown
2951,H2951,intel,unknown,unknown,windows
2952,H2952,other,unknown,unknown,unknown
2953,H2953,intel,unknown,unknown,unknown
2954,H2954,other,unknown,unknown,unknown
2955,H2955,intel,unknown,unknown,windows
2956,H2956,intel,unknown,unknown,unknown
2957,H2957,intel,unknown,ssd,windows
2958,H2958,other,unknown,unknown,unknown
2959,H2959,other,unknown,unknown,unknown
2960,H2960,intel,unknown,ssd,windows
2961,H2961,other,unknown,unknown,unknown
2962,H2962,other,unknown,unknown,unknown
2963,H2963,other,unknown,unknown,unknown
2964,H2964,intel,unknown,unknown,unknown
2965,H2965,intel,unknown,ssd,windows
2966,H2966,intel,unknown,unknown,windows
2967,H2967,other,unknown,unknown,unknown
2968,H2968,other,unknown,ssd,windows
2969,H2969,other,unknown,unknown,unknown
2970,H2970,other,unknown,unknown,unknown
2971,H2971,other,unknown,unknown,unknown
2972,H2972,other,unknown,unknown,unknown
2973,H2973,other,unknown,unknown,unknown
2974,H2974,other,unknown,unknown,unknown
2975,H2975,amd,unknown,unknown,unknown
2976,H2976,other,unknown,unknown,unknown
2977,H2977,other,unknown,unknown,unknown
2978,H2978,intel,unknown,unknown,unknown
2979,H2979,other,unknown,unknown,unknown
2980,H2980,other,unknown,unknown,unknown
2981,H2981,intel,unknown,unknown,windows
2982,H2982,intel,unknown,unknown,windows
2983,H2983,intel,unknown,ssd,windows
2984,H2984,other,unknown,unknown,unknown
2985,H2985,other,unknown,unknown,unknown
2986,H2986,other,unknown,unknown,unknown
2987,H2987,other,unknown,unknown,unknown
2988,H2988,intel,unknown,unknown,unknown
2989,H2989,intel,gb,ssd,chrome
2990,H2990,other,unknown,unknown,unknown
2991,H2991,nvidia,unknown,unknown,windows
2992,H2992,intel,unknown,ssd,windows
2993,H2993,intel,unknown,ssd,windows
2994,H2994,intel,unknown,ssd,windows
2995,H2995,nvidia,gb,ssd,windows
2996,H2996,intel,gb,ssd,windows
2997,H2997,intel,unknown,unknown,unknown
2998,H2998,other,gb,hdd/ssd,windows
2999,H2999,intel,unknown,unknown,unknown
3000,H3000,other,unknown,unknown,unknown
3001,H3001,other,unknown,unknown,unknown
3002,H3002,intel,unknown,unknown,windows
3003,H3003,other,unknown,unknown,unknown
3004,H3004,intel,gb,emmc,chrome
3005,H3005,intel,gb,ssd,windows
3006,H3006,other,unknown,unknown,unknown
3007,H3007,other,unknown,unknown,unknown
3008,H3008,other,unknown,unknown,unknown
3009,H3009,intel,unknown,unknown,unknown
3010,H3010,intel,unknown,unknown,unknown
3011,H3011,other,unknown,unknown,unknown
3012,H3012,other,unknown,unknown,unknown
3013,H3013,other,unknown,unknown,unknown
3014,H3014,other,unknown,unknown,unknown
3015,H3015,other,unknown,unknown,unknown
3016,H3016,other,unknown,unknown,unknown
3017,H3017,other,gb,unknown,unknown
3018,H3018,intel,gb,ssd,windows
3019,H3019,intel,unknown,unknown,unknown
3020,H3020,intel,unknown,unknown,windows
3021,H3021,other,unknown,unknown,unknown
3022,H3022,other,unknown,unknown,unknown
3023,H3023,other,unknown,unknown,unknown
3024,H3024,intel,unknown,unknown,windows
3025,H3025,other,unknown,unknown,unknown
3026,H3026,other,unknown,unknown,unknown
3027,H3027,intel,unknown,unknown,windows
3028,H3028,other,unknown,unknown,unknown
3029,H3029,other,unknown,unknown,unknown
3030,H3030,nvidia,unknown,unknown,unknown
3031,H3031,other,unknown,unknown,unknown
3032,H3032,other,unknown,unknown,unknown
3033,H3033,intel,unknown,ssd,windows
3034,H3034,other,unknown,unknown,unknown
3035,H3035,other,unknown,unknown,unknown
3036,H3036,other,unknown,unknown,unknown
3037,H3037,other,unknown,unknown,unknown
3038,H3038,other,unknown,unknown,unknown
3039,H3039,intel,gb,emmc,chrome
3040,H3040,amd,unknown,unknown,windows
3041,H3041,intel,unknown,unknown,windows
3042,H3042,other,unknown,unknown,unknown
3043,H3043,other,unknown,unknown,unknown
3044,H3044,other,unknown,unknown,unknown
3045,H3045,other,gb,hdd/ssd,windows
3046,H3046,intel,unknown,unknown,unknown
3047,H3047,intel,unknown,unknown,windows
3048,H3048,other,unknown,unknown,unknown
3049,H3049,intel,unknown,unknown,unknown
3050,H3050,intel,unknown,ssd,windows
3051,H3051,intel,unknown,unknown,unknown
3052,H3052,intel,unknown,unknown,unknown
3053,H3053,intel,unknown,unknown,unknown
3054,H3054,amd,unknown,unknown,windows
3055,H3055,intel,gb,hdd/ssd,windows
3056,H3056,other,unknown,unknown,unknown
3057,H3057,intel,unknown,unknown,unknown
3058,H3058,intel,unknown,ssd,windows
3059,H3059,intel,unknown,unknown,unknown
3060,H3060,intel,unknown,ssd,windows
3061,H3061,intel,gb,unknown,windows
3062,H3062,other,unknown,unknown,unknown
3063,H3063,other,unknown,ssd,unknown
3064,H3064,intel,unknown,ssd,windows
3065,H3065,other,unknown,unknown,unknown
3066,H3066,intel,unknown,ssd,windows
3067,H3067,intel,unknown,unknown,windows
3068,H3068,intel,unknown,unknown,unknown
3069,H3069,other,unknown,unknown,unknown
3070,H3070,other,unknown,unknown,unknown
3071,H3071,other,unknown,unknown,unknown
3072,H3072,intel,unknown,unknown,unknown
3073,H3073,other,unknown,unknown,unknown
3074,H3074,other,unknown,unknown,unknown
3075,H3075,intel,unknown,unknown,unknown
3076,H3076,other,unknown,unknown,unknown
3077,H3077,intel,unknown,unknown,unknown
3078,H3078,other,unknown,unknown,unknown
3079,H3079,other,unknown,unknown,unknown
3080,H3080,intel,unknown,ssd,windows
3081,H3081,intel,unknown,unknown,windows
3082,H3082,other,unknown,unknown,windows
3083,H3083,other,unknown,unknown,unknown
3084,H3084,intel,unknown,ssd,windows
3085,H3085,amd,gb,ssd,windows
3086,H3086,other,unknown,unknown,unknown
3087,H3087,intel,gb,ssd,chrome
3088,H3088,amd,gb,ssd,chrome
3089,H3089,nvidia,unknown,unknown,windows
3090,H3090,other,gb,ssd,windows
3091,H3091,other,gb,hdd/ssd,windows
3092,H3092,intel,gb,ssd,windows
3093,H3093,other,unknown,unknown,unknown
3094,H3094,nvidia,unknown,unknown,windows
3095,H3095,intel,unknown,unknown,windows
3096,H3096,other,unknown,emmc,windows
3097,H3097,other,unknown,unknown,unknown
3098,H3098,intel,gb,emmc,chrome
3099,H3099,other,gb,ssd,unknown
3100,H3100,intel,unknown,ssd,windows
3101,H3101,other,gb,ssd,windows
3102,H3102,other,gb,ssd,windows
3103,H3103,intel,gb,other,chrome
3104,H3104,other,gb,ssd,windows
3105,H3105,intel,unknown,ssd,windows
3106,H3106,intel,unknown,unknown,windows
3107,H3107,intel,unknown,unknown,windows
3108,H3108,intel,unknown,ssd,windows
3109,H3109,intel,unknown,ssd,windows
3110,H3110,other,unknown,unknown,unknown
3111,H3111,intel,unknown,ssd,windows
3112,H3112,intel,unknown,ssd,windows
3113,H3113,intel,unknown,unknown,windows
3114,H3114,nvidia,unknown,unknown,windows
3115,H3115,intel,unknown,unknown,unknown
3116,H3116,other,unknown,unknown,unknown
3117,H3117,other,unknown,unknown,unknown
3118,H3118,intel,unknown,unknown,unknown
3119,H3119,other,unknown,unknown,unknown
3120,H3120,intel,unknown,unknown,unknown
3121,H3121,other,unknown,unknown,unknown
3122,H3122,other,unknown,unknown,unknown
3123,H3123,other,unknown,unknown,unknown
3124,H3124,other,unknown,unknown,unknown
3125,H3125,intel,unknown,unknown,unknown
3126,H3126,intel,unknown,unknown,windows
3127,H3127,other,unknown,unknown,unknown
3128,H3128,other,unknown,unknown,unknown
3129,H3129,intel,unknown,unknown,unknown
3130,H3130,other,unknown,unknown,unknown
3131,H3131,intel,unknown,unknown,unknown
3132,H3132,intel,unknown,unknown,unknown
3133,H3133,intel,gb,emmc,chrome
3134,H3134,other,gb,ssd,windows
3135,H3135,intel,gb,ssd,chrome
3136,H3136,other,gb,ssd,chrome
3137,H3137,other,gb,emmc,windows
3138,H3138,intel,gb,ssd,windows
3139,H3139,other,gb,ssd,windows
3140,H3140,amd,gb,ssd,unknown
3141,H3141,other,gb,hdd/ssd,linux
3142,H3142,other,gb,ssd,windows
3143,H3143,intel,gb,ssd,windows
3144,H3144,other,unknown,unknown,unknown
3145,H3145,other,gb,ssd,windows
3146,H3146,other,gb,ssd,unknown
3147,H3147,intel,gb,ssd,windows
3148,H3148,intel,gb,ssd,windows
3149,H3149,other,gb,ssd,windows
3150,H3150,intel,gb,ssd,windows
3151,H3151,other,gb,ssd,unknown
3152,H3152,other,gb,emmc,chrome
3153,H3153,intel,gb,ssd,windows
3154,H3154,intel,gb,ssd,windows
3155,H3155,other,gb,ssd,windows
3156,H3156,intel,gb,emmc,chrome
3157,H3157,intel,unknown,unknown,windows
3158,H3158,intel,unknown,unknown,windows
3159,H3159,intel,unknown,ssd,windows
3160,H3160,intel,unknown,unknown,unknown
3161,H3161,other,unknown,unknown,unknown
3162,H3162,intel,unknown,unknown,windows
3163,H3163,other,unknown,unknown,unknown
3164,H3164,intel,unknown,unknown,unknown
3165,H3165,other,unknown,unknown,unknown
3166,H3166,other,gb,ssd,windows
3167,H3167,other,unknown,hdd/ssd,windows
3168,H3168,intel,unknown,unknown,unknown
3169,H3169,other,unknown,unknown,windows
3170,H3170,other,unknown,unknown,unknown
3171,H3171,other,unknown,unknown,unknown
3172,H3172,intel,unknown,unknown,windows
3173,H3173,other,unknown,unknown,unknown
3174,H3174,other,unknown,unknown,unknown
3175,H3175,other,unknown,unknown,unknown
3176,H3176,intel,unknown,unknown,unknown
3177,H3177,other,unknown,unknown,unknown
3178,H3178,other,unknown,unknown,windows
3179,H3179,other,gb,hdd/ssd,unknown
3180,H3180,other,unknown,unknown,unknown
3181,H3181,intel,unknown,unknown,windows
3182,H3182,other,unknown,unknown,unknown
3183,H3183,intel,unknown,unknown,unknown
3184,H3184,other,unknown,unknown,unknown
3185,H3185,other,unknown,unknown,unknown
3186,H3186,other,unknown,unknown,unknown
3187,H3187,other,gb,unknown,unknown
3188,H3188,intel,unknown,unknown,unknown
3189,H3189,other,gb,ssd,windows
3190,H3190,other,gb,emmc,windows
3191,H3191,other,unknown,unknown,unknown
3192,H3192,nvidia,gb,ssd,windows
3193,H3193,other,gb,hdd/ssd,unknown
3194,H3194,intel,gb,ssd,windows
3195,H3195,other,unknown,ssd,unknown
3196,H3196,intel,unknown,unknown,windows
3197,H3197,other,gb,other,windows
3198,H3198,intel,gb,ssd,windows
3199,H3199,other,unknown,unknown,unknown
3200,H3200,other,unknown,unknown,windows
3201,H3201,intel,gb,hdd/ssd,windows
3202,H3202,other,unknown,unknown,unknown
3203,H3203,amd,gb,ssd,windows
3204,H3204,other,gb,other,unknown
3205,H3205,intel,gb,emmc,windows
3206,H3206,intel,gb,ssd,mac
3207,H3207,other,gb,ssd,windows
3208,H3208,other,unknown,unknown,windows
3209,H3209,other,unknown,ssd,unknown
3210,H3210,other,unknown,unknown,unknown
3211,H3211,other,gb,hdd/ssd,unknown
3212,H3212,other,gb,ssd,windows
3213,H3213,other,unknown,unknown,unknown
3214,H3214,intel,gb,ssd,unknown
3215,H3215,other,unknown,ssd,chrome
3216,H3216,other,gb,ssd,chrome
3217,H3217,intel,gb,ssd,windows
3218,H3218,intel,unknown,unknown,windows
3219,H3219,other,unknown,unknown,unknown
3220,H3220,intel,unknown,unknown,windows
3221,H3221,intel,unknown,unknown,unknown
3222,H3222,intel,gb,ssd,windows
3223,H3223,intel,gb,emmc,chrome
3224,H3224,intel,gb,unknown,windows
3225,H3225,nvidia,gb,ssd,windows
3226,H3226,intel,gb,ssd,windows
3227,H3227,other,unknown,unknown,unknown
3228,H3228,intel,unknown,unknown,unknown
3229,H3229,intel,unknown,ssd,windows
3230,H3230,intel,gb,ssd,windows
3231,H3231,intel,unknown,unknown,unknown
3232,H3232,nvidia,gb,ssd,windows
3233,H3233,other,gb,hdd/ssd,windows
3234,H3234,intel,unknown,ssd,windows
3235,H3235,other,unknown,unknown,unknown
3236,H3236,other,gb,ssd,unknown
3237,H3237,other,gb,ssd,unknown
3238,H3238,intel,gb,ssd,windows
3239,H3239,intel,gb,ssd,chrome
3240,H3240,nvidia,unknown,unknown,windows
3241,H3241,intel,gb,ssd,windows
3242,H3242,intel,gb,ssd,windows
3243,H3243,other,gb,ssd,chrome
3244,H3244,other,unknown,unknown,unknown
3245,H3245,intel,unknown,unknown,unknown
3246,H3246,other,unknown,unknown,windows
3247,H3247,other,gb,ssd,windows
3248,H3248,amd,gb,ssd,windows
3249,H3249,intel,gb,hdd/ssd,unknown
3250,H3250,other,gb,ssd,unknown
3251,H3251,amd,gb,emmc,chrome
3252,H3252,other,gb,ssd,windows
3253,H3253,other,unknown,unknown,unknown
3254,H3254,other,unknown,unknown,unknown
3255,H3255,other,unknown,unknown,unknown
3256,H3256,intel,unknown,unknown,windows
3257,H3257,other,unknown,unknown,unknown
3258,H3258,other,unknown,unknown,unknown
3259,H3259,other,unknown,unknown,unknown
3260,H3260,nvidia,unknown,unknown,windows
3261,H3261,intel,gb,unknown,windows
3262,H3262,other,unknown,unknown,unknown
3263,H3263,intel,unknown,unknown,unknown
3264,H3264,intel,unknown,ssd,windows
3265,H3265,other,unknown,unknown,unknown
3266,H3266,intel,unknown,unknown,unknown
3267,H3267,intel,unknown,unknown,unknown
3268,H3268,other,unknown,unknown,unknown
3269,H3269,other,unknown,unknown,unknown
3270,H3270,intel,unknown,hdd/ssd,windows
3271,H3271,other,unknown,unknown,unknown
3272,H3272,other,unknown,unknown,unknown
3273,H3273,other,unknown,unknown,unknown
3274,H3274,other,unknown,unknown,unknown
3275,H3275,other,unknown,unknown,unknown
3276,H3276,other,unknown,unknown,unknown
3277,H3277,other,unknown,unknown,unknown
3278,H3278,other,unknown,unknown,unknown
3279,H3279,nvidia,unknown,unknown,windows
3280,H3280,intel,unknown,ssd,windows
3281,H3281,other,unknown,unknown,unknown
3282,H3282,other,unknown,unknown,unknown
3283,H3283,intel,unknown,unknown,windows
3284,H3284,other,unknown,unknown,unknown
3285,H3285,other,unknown,unknown,unknown
3286,H3286,other,unknown,unknown,unknown
3287,H3287,intel,unknown,unknown,unknown
3288,H3288,other,unknown,unknown,unknown
3289,H3289,other,unknown,unknown,unknown
3290,H3290,intel,unknown,ssd,windows
3291,H3291,intel,unknown,unknown,unknown
3292,H3292,nvidia,unknown,unknown,unknown
3293,H3293,other,unknown,unknown,unknown
3294,H3294,intel,unknown,unknown,unknown
3295,H3295,other,unknown,unknown,unknown
3296,H3296,intel,unknown,unknown,unknown
3297,H3297,other,unknown,unknown,unknown
3298,H3298,other,unknown,unknown,unknown
3299,H3299,intel,unknown,unknown,unknown
3300,H3300,intel,unknown,unknown,unknown
3301,H3301,intel,unknown,ssd,windows
3302,H3302,intel,unknown,ssd,windows
3303,H3303,intel,unknown,unknown,windows
3304,H3304,other,unknown,unknown,unknown
3305,H3305,other,unknown,unknown,unknown
3306,H3306,other,unknown,unknown,unknown
3307,H3307,other,unknown,unknown,unknown
3308,H3308,other,unknown,unknown,unknown
3309,H3309,nvidia,gb,ssd,windows
3310,H3310,nvidia,gb,ssd,windows
3311,H3311,other,unknown,unknown,unknown
3312,H3312,other,gb,ssd,windows
3313,H3313,intel,unknown,unknown,windows
3314,H3314,intel,gb,emmc,windows
3315,H3315,other,gb,ssd,windows
3316,H3316,other,gb,other,windows
3317,H3317,intel,unknown,unknown,windows
3318,H3318,intel,unknown,unknown,unknown
3319,H3319,other,gb,ssd,windows
3320,H3320,intel,unknown,unknown,windows
3321,H3321,other,unknown,unknown,unknown
3322,H3322,intel,gb,ssd,windows
3323,H3323,intel,gb,ssd,windows
3324,H3324,intel,gb,ssd,chrome
3325,H3325,nvidia,gb,ssd,windows
3326,H3326,intel,gb,ssd,windows
3327,H3327,other,gb,ssd,windows
3328,H3328,other,unknown,unknown,chrome
3329,H3329,other,gb,unknown,android
3330,H3330,other,gb,emmc,chrome
3331,H3331,other,unknown,unknown,unknown
3332,H3332,other,gb,hdd/ssd,unknown
3333,H3333,intel,gb,ssd,windows
3334,H3334,intel,unknown,unknown,windows
3335,H3335,other,unknown,unknown,windows
3336,H3336,intel,unknown,unknown,windows
3337,H3337,intel,unknown,unknown,windows
3338,H3338,intel,unknown,unknown,windows
3339,H3339,other,gb,hdd/ssd,windows
3340,H3340,nvidia,gb,ssd,windows
3341,H3341,other,gb,ssd,windows
3342,H3342,intel,gb,ssd,windows
3343,H3343,other,gb,hdd/ssd,windows
3344,H3344,intel,unknown,unknown,unknown
3345,H3345,nvidia,gb,hdd/ssd,windows
3346,H3346,intel,gb,ssd,windows
3347,H3347,intel,unknown,unknown,unknown
3348,H3348,intel,unknown,unknown,windows
3349,H3349,other,unknown,unknown,unknown
3350,H3350,other,gb,ssd,windows
3351,H3351,intel,gb,ssd,windows
3352,H3352,other,gb,other,windows
3353,H3353,intel,gb,ssd,windows
3354,H3354,other,gb,ssd,windows
3355,H3355,other,gb,unknown,windows
3356,H3356,other,unknown,unknown,unknown
3357,H3357,other,gb,ssd,windows
3358,H3358,other,gb,unknown,unknown
3359,H3359,nvidia,gb,ssd,windows
3360,H3360,other,gb,hdd/ssd,windows
3361,H3361,intel,unknown,unknown,windows
3362,H3362,intel,gb,emmc,chrome
3363,H3363,intel,unknown,unknown,windows
3364,H3364,intel,gb,ssd,windows
3365,H3365,intel,gb,ssd,windows
3366,H3366,other,gb,ssd,windows
3367,H3367,intel,gb,ssd,windows
3368,H3368,intel,gb,ssd,windows
3369,H3369,other,gb,ssd,chrome
3370,H3370,other,unknown,unknown,unknown
3371,H3371,other,gb,unknown,unknown
3372,H3372,intel,unknown,unknown,windows
3373,H3373,other,unknown,unknown,unknown
3374,H3374,intel,unknown,ssd,windows
3375,H3375,other,unknown,unknown,unknown
3376,H3376,intel,unknown,unknown,windows
3377,H3377,intel,unknown,unknown,unknown
3378,H3378,other,unknown,unknown,unknown
3379,H3379,other,unknown,unknown,unknown
3380,H3380,other,unknown,unknown,unknown
3381,H3381,intel,unknown,unknown,windows
3382,H3382,other,unknown,unknown,unknown
3383,H3383,nvidia,unknown,unknown,windows
3384,H3384,other,unknown,unknown,unknown
3385,H3385,intel,unknown,ssd,windows
3386,H3386,other,unknown,unknown,unknown
3387,H3387,intel,unknown,unknown,unknown
3388,H3388,intel,unknown,unknown,windows
3389,H3389,intel,unknown,ssd,windows
3390,H3390,intel,unknown,unknown,unknown
3391,H3391,other,unknown,unknown,unknown
3392,H3392,intel,unknown,unknown,windows
3393,H3393,intel,unknown,unknown,windows
3394,H3394,other,unknown,unknown,unknown
3395,H3395,other,unknown,unknown,unknown
3396,H3396,other,unknown,unknown,unknown
3397,H3397,intel,unknown,unknown,windows
3398,H3398,other,gb,other,unknown
3399,H3399,other,unknown,ssd,windows
3400,H3400,intel,gb,emmc,chrome
3401,H3401,intel,gb,ssd,mac
3402,H3402,other,gb,other,windows
3403,H3403,intel,unknown,unknown,windows
3404,H3404,nvidia,gb,ssd,windows
3405,H3405,intel,gb,emmc,chrome
3406,H3406,intel,gb,ssd,windows
3407,H3407,other,gb,ssd,unknown
3408,H3408,other,gb,ssd,windows
3409,H3409,intel,unknown,unknown,unknown
3410,H3410,intel,unknown,unknown,windows
3411,H3411,intel,gb,ssd,chrome
3412,H3412,other,gb,hdd/ssd,windows
3413,H3413,other,gb,hdd/ssd,unknown
3414,H3414,intel,unknown,unknown,windows
3415,H3415,other,gb,unknown,chrome
3416,H3416,other,unknown,unknown,unknown
3417,H3417,nvidia,mb,hdd/ssd,windows
3418,H3418,other,gb,ssd,windows
3419,H3419,intel,gb,ssd,chrome
